i    j    k    brain       skull       skin        outside     
5    15   23   1.000000    0.000000    0.000000    0.000000    
5    15   25   1.000000    0.000000    0.000000    0.000000    
5    15   26   1.000000    0.000000    0.000000    0.000000    
5    15   27   0.507324    0.260742    0.150879    0.081055    
5    15   28   0.000000    0.030273    0.107910    0.861816    
5    16   3    0.000000    0.027832    0.110840    0.861328    
5    16   4    0.504395    0.242188    0.162109    0.091309    
5    16   5    1.000000    0.000000    0.000000    0.000000    
5    16   7    1.000000    0.000000    0.000000    0.000000    
5    16   6    1.000000    0.000000    0.000000    0.000000    
5    16   10   1.000000    0.000000    0.000000    0.000000    
5    16   9    1.000000    0.000000    0.000000    0.000000    
5    16   8    1.000000    0.000000    0.000000    0.000000    
5    16   11   1.000000    0.000000    0.000000    0.000000    
5    16   14   1.000000    0.000000    0.000000    0.000000    
5    16   13   1.000000    0.000000    0.000000    0.000000    
5    16   18   1.000000    0.000000    0.000000    0.000000    
5    16   12   1.000000    0.000000    0.000000    0.000000    
5    16   20   1.000000    0.000000    0.000000    0.000000    
5    16   19   1.000000    0.000000    0.000000    0.000000    
5    16   15   1.000000    0.000000    0.000000    0.000000    
5    16   17   1.000000    0.000000    0.000000    0.000000    
5    16   16   1.000000    0.000000    0.000000    0.000000    
5    16   21   1.000000    0.000000    0.000000    0.000000    
5    16   22   1.000000    0.000000    0.000000    0.000000    
5    16   24   1.000000    0.000000    0.000000    0.000000    
5    16   23   1.000000    0.000000    0.000000    0.000000    
5    16   25   1.000000    0.000000    0.000000    0.000000    
5    16   28   0.000000    0.035645    0.105957    0.858398    
5    16   27   0.523438    0.248535    0.148926    0.079102    
5    16   26   1.000000    0.000000    0.000000    0.000000    
5    17   3    0.000000    0.009766    0.083496    0.906738    
5    17   5    0.998047    0.001953    0.000000    0.000000    
5    17   4    0.448730    0.245605    0.189941    0.115723    
5    17   6    1.000000    0.000000    0.000000    0.000000    
5    17   9    1.000000    0.000000    0.000000    0.000000    
5    17   7    1.000000    0.000000    0.000000    0.000000    
5    17   8    1.000000    0.000000    0.000000    0.000000    
5    17   10   1.000000    0.000000    0.000000    0.000000    
5    17   11   1.000000    0.000000    0.000000    0.000000    
5    17   12   1.000000    0.000000    0.000000    0.000000    
5    17   13   1.000000    0.000000    0.000000    0.000000    
5    17   15   1.000000    0.000000    0.000000    0.000000    
5    17   14   1.000000    0.000000    0.000000    0.000000    
5    17   16   1.000000    0.000000    0.000000    0.000000    
5    17   17   1.000000    0.000000    0.000000    0.000000    
5    17   18   1.000000    0.000000    0.000000    0.000000    
5    17   19   1.000000    0.000000    0.000000    0.000000    
5    17   20   1.000000    0.000000    0.000000    0.000000    
5    17   21   1.000000    0.000000    0.000000    0.000000    
5    17   23   1.000000    0.000000    0.000000    0.000000    
5    17   22   1.000000    0.000000    0.000000    0.000000    
5    17   24   1.000000    0.000000    0.000000    0.000000    
5    17   25   1.000000    0.000000    0.000000    0.000000    
5    17   26   0.997559    0.002441    0.000000    0.000000    
5    17   27   0.423828    0.259766    0.203125    0.113281    
5    17   28   0.000000    0.016602    0.090820    0.892578    
5    18   3    0.000000    0.000488    0.032227    0.967285    
5    18   4    0.293945    0.241211    0.235352    0.229492    
5    18   8    1.000000    0.000000    0.000000    0.000000    
5    18   5    0.965332    0.034668    0.000000    0.000000    
5    18   6    1.000000    0.000000    0.000000    0.000000    
5    18   9    1.000000    0.000000    0.000000    0.000000    
5    18   7    1.000000    0.000000    0.000000    0.000000    
5    18   10   1.000000    0.000000    0.000000    0.000000    
5    18   11   1.000000    0.000000    0.000000    0.000000    
5    18   12   1.000000    0.000000    0.000000    0.000000    
5    18   16   1.000000    0.000000    0.000000    0.000000    
5    18   13   1.000000    0.000000    0.000000    0.000000    
5    18   14   1.000000    0.000000    0.000000    0.000000    
5    18   17   1.000000    0.000000    0.000000    0.000000    
5    18   15   1.000000    0.000000    0.000000    0.000000    
5    18   18   1.000000    0.000000    0.000000    0.000000    
5    18   19   1.000000    0.000000    0.000000    0.000000    
5    18   20   1.000000    0.000000    0.000000    0.000000    
5    18   21   1.000000    0.000000    0.000000    0.000000    
5    18   23   1.000000    0.000000    0.000000    0.000000    
5    18   24   1.000000    0.000000    0.000000    0.000000    
5    18   22   1.000000    0.000000    0.000000    0.000000    
5    18   25   1.000000    0.000000    0.000000    0.000000    
5    18   26   0.959473    0.039551    0.000977    0.000000    
5    18   27   0.286621    0.256836    0.227051    0.229492    
5    18   28   0.000000    0.000000    0.039551    0.960449    
5    19   3    0.000000    0.000000    0.001465    0.998535    
5    19   5    0.856934    0.115234    0.027832    0.000000    
5    19   6    1.000000    0.000000    0.000000    0.000000    
5    19   4    0.104492    0.190430    0.247070    0.458008    
5    19   7    1.000000    0.000000    0.000000    0.000000    
5    19   9    1.000000    0.000000    0.000000    0.000000    
5    19   8    1.000000    0.000000    0.000000    0.000000    
5    19   10   1.000000    0.000000    0.000000    0.000000    
5    19   11   1.000000    0.000000    0.000000    0.000000    
5    19   14   1.000000    0.000000    0.000000    0.000000    
5    19   12   1.000000    0.000000    0.000000    0.000000    
5    19   13   1.000000    0.000000    0.000000    0.000000    
5    19   15   1.000000    0.000000    0.000000    0.000000    
5    19   17   1.000000    0.000000    0.000000    0.000000    
5    19   16   1.000000    0.000000    0.000000    0.000000    
5    19   18   1.000000    0.000000    0.000000    0.000000    
5    19   19   1.000000    0.000000    0.000000    0.000000    
5    19   20   1.000000    0.000000    0.000000    0.000000    
5    19   22   1.000000    0.000000    0.000000    0.000000    
5    19   21   1.000000    0.000000    0.000000    0.000000    
5    19   23   1.000000    0.000000    0.000000    0.000000    
5    19   24   1.000000    0.000000    0.000000    0.000000    
5    19   25   1.000000    0.000000    0.000000    0.000000    
5    19   26   0.854980    0.112305    0.032227    0.000488    
5    19   27   0.117188    0.185547    0.256836    0.440430    
5    19   28   0.000000    0.000000    0.000977    0.999023    
5    20   4    0.008301    0.072266    0.176270    0.743164    
5    20   7    1.000000    0.000000    0.000000    0.000000    
5    20   6    0.999023    0.000977    0.000000    0.000000    
5    20   5    0.589355    0.229004    0.128906    0.052734    
5    20   8    1.000000    0.000000    0.000000    0.000000    
5    20   9    1.000000    0.000000    0.000000    0.000000    
5    20   10   1.000000    0.000000    0.000000    0.000000    
5    20   11   1.000000    0.000000    0.000000    0.000000    
5    20   12   1.000000    0.000000    0.000000    0.000000    
5    20   13   1.000000    0.000000    0.000000    0.000000    
5    20   14   1.000000    0.000000    0.000000    0.000000    
5    20   16   1.000000    0.000000    0.000000    0.000000    
5    20   15   1.000000    0.000000    0.000000    0.000000    
5    20   17   1.000000    0.000000    0.000000    0.000000    
5    20   19   1.000000    0.000000    0.000000    0.000000    
5    20   18   1.000000    0.000000    0.000000    0.000000    
5    20   21   1.000000    0.000000    0.000000    0.000000    
5    20   20   1.000000    0.000000    0.000000    0.000000    
5    20   23   1.000000    0.000000    0.000000    0.000000    
5    20   22   1.000000    0.000000    0.000000    0.000000    
5    20   24   1.000000    0.000000    0.000000    0.000000    
5    20   25   0.999512    0.000488    0.000000    0.000000    
5    20   26   0.593750    0.227051    0.134766    0.044434    
5    20   27   0.011719    0.067871    0.156250    0.764160    
5    21   4    0.000000    0.003906    0.032227    0.963867    
5    21   7    1.000000    0.000000    0.000000    0.000000    
5    21   5    0.189941    0.240234    0.260742    0.309082    
5    21   8    1.000000    0.000000    0.000000    0.000000    
5    21   6    0.907715    0.080078    0.012207    0.000000    
5    21   14   1.000000    0.000000    0.000000    0.000000    
5    21   9    1.000000    0.000000    0.000000    0.000000    
5    21   11   1.000000    0.000000    0.000000    0.000000    
5    21   10   1.000000    0.000000    0.000000    0.000000    
5    21   12   1.000000    0.000000    0.000000    0.000000    
5    21   13   1.000000    0.000000    0.000000    0.000000    
5    21   15   1.000000    0.000000    0.000000    0.000000    
5    21   16   1.000000    0.000000    0.000000    0.000000    
5    21   20   1.000000    0.000000    0.000000    0.000000    
5    21   18   1.000000    0.000000    0.000000    0.000000    
5    21   21   1.000000    0.000000    0.000000    0.000000    
5    21   17   1.000000    0.000000    0.000000    0.000000    
5    21   22   1.000000    0.000000    0.000000    0.000000    
5    21   19   1.000000    0.000000    0.000000    0.000000    
5    21   23   1.000000    0.000000    0.000000    0.000000    
5    21   24   1.000000    0.000000    0.000000    0.000000    
5    21   25   0.900391    0.086914    0.012695    0.000000    
5    21   26   0.191895    0.239746    0.269531    0.298828    
5    21   27   0.000000    0.002930    0.025391    0.971680    
5    22   7    0.984375    0.015625    0.000000    0.000000    
5    22   5    0.013672    0.058105    0.171875    0.756348    
5    22   6    0.491699    0.242676    0.176270    0.089355    
5    22   8    1.000000    0.000000    0.000000    0.000000    
5    22   9    1.000000    0.000000    0.000000    0.000000    
5    22   14   1.000000    0.000000    0.000000    0.000000    
5    22   10   1.000000    0.000000    0.000000    0.000000    
5    22   11   1.000000    0.000000    0.000000    0.000000    
5    22   12   1.000000    0.000000    0.000000    0.000000    
5    22   13   1.000000    0.000000    0.000000    0.000000    
5    22   15   1.000000    0.000000    0.000000    0.000000    
5    22   17   1.000000    0.000000    0.000000    0.000000    
5    22   16   1.000000    0.000000    0.000000    0.000000    
5    22   22   1.000000    0.000000    0.000000    0.000000    
5    22   18   1.000000    0.000000    0.000000    0.000000    
5    22   19   1.000000    0.000000    0.000000    0.000000    
5    22   20   1.000000    0.000000    0.000000    0.000000    
5    22   21   1.000000    0.000000    0.000000    0.000000    
5    22   23   1.000000    0.000000    0.000000    0.000000    
5    22   24   0.975098    0.024414    0.000488    0.000000    
5    22   25   0.501953    0.260742    0.155762    0.081543    
5    22   26   0.011719    0.066895    0.155273    0.766113    
5    23   5    0.000000    0.000000    0.009766    0.990234    
5    23   6    0.057617    0.137207    0.228027    0.577148    
5    23   7    0.640625    0.224609    0.109375    0.025391    
5    23   9    1.000000    0.000000    0.000000    0.000000    
5    23   13   1.000000    0.000000    0.000000    0.000000    
5    23   10   1.000000    0.000000    0.000000    0.000000    
5    23   11   1.000000    0.000000    0.000000    0.000000    
5    23   8    0.992188    0.007812    0.000000    0.000000    
5    23   12   1.000000    0.000000    0.000000    0.000000    
5    23   14   1.000000    0.000000    0.000000    0.000000    
5    23   15   1.000000    0.000000    0.000000    0.000000    
5    23   17   1.000000    0.000000    0.000000    0.000000    
5    23   19   1.000000    0.000000    0.000000    0.000000    
5    23   16   1.000000    0.000000    0.000000    0.000000    
5    23   21   1.000000    0.000000    0.000000    0.000000    
5    23   22   1.000000    0.000000    0.000000    0.000000    
5    23   18   1.000000    0.000000    0.000000    0.000000    
5    23   20   1.000000    0.000000    0.000000    0.000000    
5    23   23   0.989746    0.010254    0.000000    0.000000    
5    23   24   0.639160    0.216797    0.114258    0.029785    
5    23   25   0.069824    0.159668    0.226074    0.544434    
5    23   26   0.000000    0.000000    0.009277    0.990723    
5    24   7    0.103516    0.186523    0.248047    0.461914    
5    24   6    0.000000    0.001465    0.041504    0.957031    
5    24   8    0.644043    0.217285    0.111816    0.026855    
5    24   9    0.979004    0.020996    0.000000    0.000000    
5    24   10   1.000000    0.000000    0.000000    0.000000    
5    24   11   1.000000    0.000000    0.000000    0.000000    
5    24   12   1.000000    0.000000    0.000000    0.000000    
5    24   13   1.000000    0.000000    0.000000    0.000000    
5    24   16   1.000000    0.000000    0.000000    0.000000    
5    24   14   1.000000    0.000000    0.000000    0.000000    
5    24   15   1.000000    0.000000    0.000000    0.000000    
5    24   17   1.000000    0.000000    0.000000    0.000000    
5    24   18   1.000000    0.000000    0.000000    0.000000    
5    24   20   1.000000    0.000000    0.000000    0.000000    
5    24   19   1.000000    0.000000    0.000000    0.000000    
5    24   21   1.000000    0.000000    0.000000    0.000000    
5    24   22   0.973145    0.026855    0.000000    0.000000    
5    24   23   0.643066    0.226074    0.102051    0.028809    
5    24   24   0.097656    0.175293    0.251953    0.475098    
5    24   25   0.000000    0.001465    0.031250    0.967285    
5    25   7    0.000000    0.001953    0.026367    0.971680    
5    25   8    0.057617    0.154785    0.250977    0.536621    
5    25   9    0.493164    0.261719    0.172852    0.072266    
5    25   10   0.882324    0.101562    0.016113    0.000000    
5    25   11   0.998047    0.001953    0.000000    0.000000    
5    25   12   1.000000    0.000000    0.000000    0.000000    
5    25   13   1.000000    0.000000    0.000000    0.000000    
5    25   14   1.000000    0.000000    0.000000    0.000000    
5    25   15   1.000000    0.000000    0.000000    0.000000    
5    25   17   1.000000    0.000000    0.000000    0.000000    
5    25   16   1.000000    0.000000    0.000000    0.000000    
5    25   18   1.000000    0.000000    0.000000    0.000000    
5    25   19   1.000000    0.000000    0.000000    0.000000    
5    25   20   0.995605    0.004395    0.000000    0.000000    
5    25   22   0.470703    0.264160    0.187500    0.077637    
5    25   21   0.893555    0.089355    0.017090    0.000000    
5    25   23   0.059082    0.141602    0.262207    0.537109    
5    25   24   0.000000    0.001465    0.028809    0.969727    
5    26   8    0.000000    0.000000    0.007812    0.992188    
5    26   14   0.992676    0.007324    0.000000    0.000000    
5    26   9    0.010742    0.063965    0.164062    0.761230    
5    26   12   0.827148    0.142090    0.030762    0.000000    
5    26   11   0.563477    0.230957    0.161621    0.043945    
5    26   15   0.999512    0.000488    0.000000    0.000000    
5    26   16   0.999512    0.000488    0.000000    0.000000    
5    26   13   0.952637    0.046875    0.000488    0.000000    
5    26   17   0.992676    0.007324    0.000000    0.000000    
5    26   19   0.822754    0.135254    0.041992    0.000000    
5    26   18   0.958984    0.040039    0.000977    0.000000    
5    26   10   0.186035    0.248535    0.274414    0.291016    
5    26   20   0.543945    0.253906    0.158203    0.043945    
5    26   21   0.184082    0.227051    0.293457    0.295410    
5    26   22   0.006348    0.065918    0.165039    0.762695    
5    26   23   0.000000    0.000000    0.009277    0.990723    
5    27   10   0.000000    0.001465    0.038574    0.959961    
5    27   11   0.004395    0.067383    0.159180    0.769043    
5    27   12   0.093750    0.184570    0.272461    0.449219    
5    27   13   0.232910    0.258301    0.279297    0.229492    
5    27   16   0.467285    0.282227    0.172852    0.077637    
5    27   14   0.364746    0.298828    0.205566    0.130859    
5    27   15   0.436035    0.294922    0.189453    0.079590    
5    27   18   0.229980    0.271973    0.277344    0.220703    
5    27   17   0.366699    0.294434    0.221191    0.117676    
5    27   19   0.083984    0.193359    0.276367    0.446289    
5    27   20   0.006836    0.062500    0.166504    0.764160    
5    27   21   0.000000    0.000977    0.034668    0.964355    
5    28   12   0.000000    0.000000    0.001953    0.998047    
5    28   13   0.000000    0.000000    0.029785    0.970215    
5    28   14   0.000000    0.005859    0.085938    0.908203    
5    28   15   0.000000    0.017090    0.109375    0.873535    
5    28   17   0.000000    0.007324    0.086914    0.905762    
5    28   16   0.000000    0.023926    0.121582    0.854492    
5    28   18   0.000000    0.000000    0.038574    0.961426    
5    28   19   0.000000    0.000000    0.001953    0.998047    
6    2    14   0.000000    0.000000    0.016113    0.983887    
6    2    15   0.000000    0.000000    0.036621    0.963379    
6    2    16   0.000000    0.000000    0.039551    0.960449    
6    2    17   0.000000    0.000000    0.020020    0.979980    
6    2    18   0.000000    0.000000    0.000977    0.999023    
6    3    10   0.000000    0.000000    0.009277    0.990723    
6    3    11   0.000000    0.020996    0.108887    0.870117    
6    3    12   0.037109    0.118652    0.231934    0.612305    
6    3    13   0.113770    0.217285    0.280762    0.388184    
6    3    14   0.242188    0.254395    0.259766    0.243652    
6    3    16   0.314941    0.281738    0.229980    0.173340    
6    3    17   0.243652    0.256348    0.261230    0.238770    
6    3    15   0.322754    0.257812    0.241211    0.178223    
6    3    18   0.150879    0.197266    0.275391    0.376465    
6    3    20   0.000000    0.024902    0.108887    0.866211    
6    3    19   0.033203    0.133789    0.203125    0.629883    
6    3    21   0.000000    0.000000    0.005859    0.994141    
6    4    8    0.000000    0.000000    0.002441    0.997559    
6    4    9    0.004395    0.044922    0.122070    0.828613    
6    4    10   0.130859    0.211914    0.277344    0.379883    
6    4    11   0.479980    0.262695    0.175781    0.081543    
6    4    12   0.783203    0.150391    0.063477    0.002930    
6    4    15   0.996582    0.003418    0.000000    0.000000    
6    4    13   0.932129    0.063477    0.004395    0.000000    
6    4    14   0.979980    0.020020    0.000000    0.000000    
6    4    16   0.993164    0.006836    0.000000    0.000000    
6    4    17   0.980957    0.019043    0.000000    0.000000    
6    4    18   0.930176    0.064941    0.004883    0.000000    
6    4    20   0.461426    0.282227    0.183594    0.072754    
6    4    19   0.789062    0.155762    0.052734    0.002441    
6    4    23   0.000000    0.000000    0.004883    0.995117    
6    4    21   0.145020    0.196777    0.265137    0.393066    
6    4    22   0.002930    0.040527    0.134766    0.821777    
6    5    7    0.000000    0.002441    0.033691    0.963867    
6    5    8    0.055176    0.163574    0.240723    0.540527    
6    5    9    0.472656    0.279297    0.175293    0.072754    
6    5    10   0.887695    0.093750    0.018555    0.000000    
6    5    12   1.000000    0.000000    0.000000    0.000000    
6    5    11   0.997559    0.002441    0.000000    0.000000    
6    5    15   1.000000    0.000000    0.000000    0.000000    
6    5    14   1.000000    0.000000    0.000000    0.000000    
6    5    13   1.000000    0.000000    0.000000    0.000000    
6    5    16   1.000000    0.000000    0.000000    0.000000    
6    5    18   1.000000    0.000000    0.000000    0.000000    
6    5    17   1.000000    0.000000    0.000000    0.000000    
6    5    19   1.000000    0.000000    0.000000    0.000000    
6    5    20   0.998535    0.001465    0.000000    0.000000    
6    5    21   0.891602    0.096191    0.012207    0.000000    
6    5    22   0.489258    0.262207    0.164062    0.084473    
6    5    23   0.059570    0.142578    0.251953    0.545898    
6    5    24   0.000000    0.001953    0.033691    0.964355    
6    6    10   1.000000    0.000000    0.000000    0.000000    
6    6    6    0.000000    0.007324    0.056641    0.936035    
6    6    11   1.000000    0.000000    0.000000    0.000000    
6    6    7    0.148438    0.210938    0.270508    0.370117    
6    6    9    0.991211    0.008789    0.000000    0.000000    
6    6    8    0.733887    0.188477    0.066406    0.011230    
6    6    12   1.000000    0.000000    0.000000    0.000000    
6    6    13   1.000000    0.000000    0.000000    0.000000    
6    6    15   1.000000    0.000000    0.000000    0.000000    
6    6    16   1.000000    0.000000    0.000000    0.000000    
6    6    14   1.000000    0.000000    0.000000    0.000000    
6    6    17   1.000000    0.000000    0.000000    0.000000    
6    6    18   1.000000    0.000000    0.000000    0.000000    
6    6    19   1.000000    0.000000    0.000000    0.000000    
6    6    20   1.000000    0.000000    0.000000    0.000000    
6    6    21   1.000000    0.000000    0.000000    0.000000    
6    6    23   0.707520    0.189453    0.084961    0.018066    
6    6    24   0.151855    0.209473    0.271484    0.367188    
6    6    25   0.000000    0.004883    0.057617    0.937500    
6    6    22   0.989258    0.010742    0.000000    0.000000    
6    7    5    0.000000    0.006836    0.029297    0.963867    
6    7    8    1.000000    0.000000    0.000000    0.000000    
6    7    7    0.802734    0.151367    0.041504    0.004395    
6    7    6    0.137207    0.208984    0.254395    0.399414    
6    7    9    1.000000    0.000000    0.000000    0.000000    
6    7    10   1.000000    0.000000    0.000000    0.000000    
6    7    11   1.000000    0.000000    0.000000    0.000000    
6    7    12   1.000000    0.000000    0.000000    0.000000    
6    7    13   1.000000    0.000000    0.000000    0.000000    
6    7    15   1.000000    0.000000    0.000000    0.000000    
6    7    14   1.000000    0.000000    0.000000    0.000000    
6    7    16   1.000000    0.000000    0.000000    0.000000    
6    7    17   1.000000    0.000000    0.000000    0.000000    
6    7    18   1.000000    0.000000    0.000000    0.000000    
6    7    20   1.000000    0.000000    0.000000    0.000000    
6    7    19   1.000000    0.000000    0.000000    0.000000    
6    7    21   1.000000    0.000000    0.000000    0.000000    
6    7    23   0.999512    0.000488    0.000000    0.000000    
6    7    24   0.794922    0.147461    0.052246    0.005371    
6    7    22   1.000000    0.000000    0.000000    0.000000    
6    7    25   0.153809    0.199707    0.281250    0.365234    
6    7    26   0.000000    0.004883    0.033691    0.961426    
6    8    4    0.000000    0.000000    0.002930    0.997070    
6    8    5    0.069336    0.150879    0.229004    0.550781    
6    8    9    1.000000    0.000000    0.000000    0.000000    
6    8    6    0.742188    0.176758    0.064941    0.016113    
6    8    7    0.999512    0.000488    0.000000    0.000000    
6    8    10   1.000000    0.000000    0.000000    0.000000    
6    8    8    1.000000    0.000000    0.000000    0.000000    
6    8    11   1.000000    0.000000    0.000000    0.000000    
6    8    13   1.000000    0.000000    0.000000    0.000000    
6    8    16   1.000000    0.000000    0.000000    0.000000    
6    8    12   1.000000    0.000000    0.000000    0.000000    
6    8    17   1.000000    0.000000    0.000000    0.000000    
6    8    14   1.000000    0.000000    0.000000    0.000000    
6    8    18   1.000000    0.000000    0.000000    0.000000    
6    8    15   1.000000    0.000000    0.000000    0.000000    
6    8    19   1.000000    0.000000    0.000000    0.000000    
6    8    20   1.000000    0.000000    0.000000    0.000000    
6    8    23   1.000000    0.000000    0.000000    0.000000    
6    8    22   1.000000    0.000000    0.000000    0.000000    
6    8    24   1.000000    0.000000    0.000000    0.000000    
6    8    25   0.748535    0.174316    0.063965    0.013184    
6    8    21   1.000000    0.000000    0.000000    0.000000    
6    8    26   0.073242    0.144531    0.242188    0.540039    
6    8    27   0.000000    0.000000    0.004883    0.995117    
6    9    6    0.991699    0.008301    0.000000    0.000000    
6    9    4    0.005371    0.046387    0.134766    0.813477    
6    9    5    0.519531    0.244141    0.153809    0.082520    
6    9    7    1.000000    0.000000    0.000000    0.000000    
6    9    10   1.000000    0.000000    0.000000    0.000000    
6    9    9    1.000000    0.000000    0.000000    0.000000    
6    9    8    1.000000    0.000000    0.000000    0.000000    
6    9    11   1.000000    0.000000    0.000000    0.000000    
6    9    13   1.000000    0.000000    0.000000    0.000000    
6    9    15   1.000000    0.000000    0.000000    0.000000    
6    9    12   1.000000    0.000000    0.000000    0.000000    
6    9    14   1.000000    0.000000    0.000000    0.000000    
6    9    16   1.000000    0.000000    0.000000    0.000000    
6    9    17   1.000000    0.000000    0.000000    0.000000    
6    9    18   1.000000    0.000000    0.000000    0.000000    
6    9    19   1.000000    0.000000    0.000000    0.000000    
6    9    23   1.000000    0.000000    0.000000    0.000000    
6    9    21   1.000000    0.000000    0.000000    0.000000    
6    9    22   1.000000    0.000000    0.000000    0.000000    
6    9    20   1.000000    0.000000    0.000000    0.000000    
6    9    24   1.000000    0.000000    0.000000    0.000000    
6    9    25   0.993164    0.006836    0.000000    0.000000    
6    9    26   0.530273    0.232422    0.155273    0.082031    
6    9    27   0.005371    0.046387    0.127441    0.820801    
6    10   3    0.000000    0.000000    0.008789    0.991211    
6    10   6    1.000000    0.000000    0.000000    0.000000    
6    10   8    1.000000    0.000000    0.000000    0.000000    
6    10   5    0.915039    0.071289    0.013672    0.000000    
6    10   7    1.000000    0.000000    0.000000    0.000000    
6    10   4    0.161621    0.211426    0.241699    0.385254    
6    10   9    1.000000    0.000000    0.000000    0.000000    
6    10   10   1.000000    0.000000    0.000000    0.000000    
6    10   11   1.000000    0.000000    0.000000    0.000000    
6    10   12   1.000000    0.000000    0.000000    0.000000    
6    10   14   1.000000    0.000000    0.000000    0.000000    
6    10   15   1.000000    0.000000    0.000000    0.000000    
6    10   13   1.000000    0.000000    0.000000    0.000000    
6    10   16   1.000000    0.000000    0.000000    0.000000    
6    10   17   1.000000    0.000000    0.000000    0.000000    
6    10   18   1.000000    0.000000    0.000000    0.000000    
6    10   19   1.000000    0.000000    0.000000    0.000000    
6    10   20   1.000000    0.000000    0.000000    0.000000    
6    10   21   1.000000    0.000000    0.000000    0.000000    
6    10   22   1.000000    0.000000    0.000000    0.000000    
6    10   23   1.000000    0.000000    0.000000    0.000000    
6    10   26   0.907227    0.080566    0.012207    0.000000    
6    10   24   1.000000    0.000000    0.000000    0.000000    
6    10   25   1.000000    0.000000    0.000000    0.000000    
6    10   27   0.163574    0.201660    0.249023    0.385742    
6    10   28   0.000000    0.000000    0.010254    0.989746    
6    11   3    0.000488    0.026367    0.118164    0.854980    
6    11   4    0.536621    0.231934    0.145508    0.085938    
6    11   7    1.000000    0.000000    0.000000    0.000000    
6    11   5    0.998047    0.001953    0.000000    0.000000    
6    11   6    1.000000    0.000000    0.000000    0.000000    
6    11   9    1.000000    0.000000    0.000000    0.000000    
6    11   8    1.000000    0.000000    0.000000    0.000000    
6    11   10   1.000000    0.000000    0.000000    0.000000    
6    11   13   1.000000    0.000000    0.000000    0.000000    
6    11   12   1.000000    0.000000    0.000000    0.000000    
6    11   11   1.000000    0.000000    0.000000    0.000000    
6    11   15   1.000000    0.000000    0.000000    0.000000    
6    11   14   1.000000    0.000000    0.000000    0.000000    
6    11   16   1.000000    0.000000    0.000000    0.000000    
6    11   18   1.000000    0.000000    0.000000    0.000000    
6    11   17   1.000000    0.000000    0.000000    0.000000    
6    11   20   1.000000    0.000000    0.000000    0.000000    
6    11   19   1.000000    0.000000    0.000000    0.000000    
6    11   21   1.000000    0.000000    0.000000    0.000000    
6    11   22   1.000000    0.000000    0.000000    0.000000    
6    11   24   1.000000    0.000000    0.000000    0.000000    
6    11   23   1.000000    0.000000    0.000000    0.000000    
6    11   26   0.999512    0.000488    0.000000    0.000000    
6    11   27   0.506836    0.245117    0.169922    0.078125    
6    11   25   1.000000    0.000000    0.000000    0.000000    
6    11   28   0.001953    0.031250    0.107910    0.858887    
6    12   4    0.815430    0.138184    0.042969    0.003418    
6    12   3    0.057617    0.118652    0.200195    0.623535    
6    12   5    1.000000    0.000000    0.000000    0.000000    
6    12   6    1.000000    0.000000    0.000000    0.000000    
6    12   8    1.000000    0.000000    0.000000    0.000000    
6    12   7    1.000000    0.000000    0.000000    0.000000    
6    12   9    1.000000    0.000000    0.000000    0.000000    
6    12   11   1.000000    0.000000    0.000000    0.000000    
6    12   14   1.000000    0.000000    0.000000    0.000000    
6    12   10   1.000000    0.000000    0.000000    0.000000    
6    12   13   1.000000    0.000000    0.000000    0.000000    
6    12   12   1.000000    0.000000    0.000000    0.000000    
6    12   15   1.000000    0.000000    0.000000    0.000000    
6    12   16   1.000000    0.000000    0.000000    0.000000    
6    12   17   1.000000    0.000000    0.000000    0.000000    
6    12   18   1.000000    0.000000    0.000000    0.000000    
6    12   19   1.000000    0.000000    0.000000    0.000000    
6    12   20   1.000000    0.000000    0.000000    0.000000    
6    12   22   1.000000    0.000000    0.000000    0.000000    
6    12   21   1.000000    0.000000    0.000000    0.000000    
6    12   23   1.000000    0.000000    0.000000    0.000000    
6    12   25   1.000000    0.000000    0.000000    0.000000    
6    12   24   1.000000    0.000000    0.000000    0.000000    
6    12   27   0.807129    0.141602    0.049316    0.001953    
6    12   26   1.000000    0.000000    0.000000    0.000000    
6    12   28   0.048340    0.124023    0.201172    0.626465    
6    13   3    0.164551    0.209473    0.244629    0.381348    
6    13   2    0.000000    0.000000    0.001465    0.998535    
6    13   4    0.956543    0.040527    0.002930    0.000000    
6    13   5    1.000000    0.000000    0.000000    0.000000    
6    13   6    1.000000    0.000000    0.000000    0.000000    
6    13   7    1.000000    0.000000    0.000000    0.000000    
6    13   8    1.000000    0.000000    0.000000    0.000000    
6    13   9    1.000000    0.000000    0.000000    0.000000    
6    13   10   1.000000    0.000000    0.000000    0.000000    
6    13   11   1.000000    0.000000    0.000000    0.000000    
6    13   12   1.000000    0.000000    0.000000    0.000000    
6    13   14   1.000000    0.000000    0.000000    0.000000    
6    13   13   1.000000    0.000000    0.000000    0.000000    
6    13   16   1.000000    0.000000    0.000000    0.000000    
6    13   15   1.000000    0.000000    0.000000    0.000000    
6    13   18   1.000000    0.000000    0.000000    0.000000    
6    13   19   1.000000    0.000000    0.000000    0.000000    
6    13   20   1.000000    0.000000    0.000000    0.000000    
6    13   17   1.000000    0.000000    0.000000    0.000000    
6    13   22   1.000000    0.000000    0.000000    0.000000    
6    13   21   1.000000    0.000000    0.000000    0.000000    
6    13   24   1.000000    0.000000    0.000000    0.000000    
6    13   23   1.000000    0.000000    0.000000    0.000000    
